date,^GSPC,^IXIC,^DJI,^RUT,^IRX,^FVX,^TNX,^TYX,CL=F,GC=F,SI=F,HG=F,NG=F,KRW=X,JPYKRW=X,EURKRW=X,JPY=X,EURUSD=X,DX-Y.NYB,^KS11,^KQ11,^N225,^HSI,000001.SS,^STOXX50E,^GDAXI,^FTSE,^VIX,BTC-USD,TLT,HYG
2026-06-03,7553.6802,26853.9805,50687.0703,2893.51,3.623,4.214,4.491,4.99,96.02,4436.7002,73.476,6.481,3.214,1516.6,9.4805,1760.05,159.968,1.1622,99.53,,,68402.1328,25633.2109,4083.9741,6053.5698,24795.9395,10332.2998,16.06,64014.3672,84.6551,78.9291
2026-06-04,7584.3101,26830.9609,51561.9297,2935.3301,3.62,4.188,4.477,4.978,93.04,4475.7998,73.779,6.511,3.336,1530.11,9.5656,1776.74,159.94,1.1609,99.41,8639.4102,1049.73,67470.6875,25253.4004,4057.781,6103.3301,24944.9492,10360.2998,15.4,63801.5742,84.8436,79.0777
2026-06-05,7383.7402,25709.4297,50866.7812,2833.5,3.625,4.28,4.536,4.999,90.54,4337.1001,68.943,6.2635,3.229,1533.0699,9.5799,1778.12,159.99,1.1613,100.07,8160.5898,1002.44,66588.1172,24961.9492,4027.7361,6062.0698,24759.0508,10368.0996,21.51,60922.668,84.407,78.6815
2026-06-08,7405.73,25929.6602,50786.0117,2855.4199,3.628,4.281,4.552,5.024,91.3,4335.8999,68.425,6.3295,3.147,1554.48,9.6932,1807.42,160.327,1.1523,100.05,7484.4102,911.39,64024.6016,24657.0605,3959.3379,6062.29,24616.2207,10373.2002,18.92,63090.5898,83.9704,78.7905
2026-06-09,7386.6499,25678.8203,50872.1094,2867.02,3.635,4.253,4.528,5.011,88.2,4260.0,65.094,6.3025,3.14,1528.88,9.5426,1759.71,160.174,1.1528,99.91,8096.9302,967.81,65416.6289,24565.9004,4010.031,6049.7402,24433.0605,10227.2998,19.87,61643.7812,84.4665,78.8697
2026-06-10,7266.9902,25169.5,49918.7812,2835.46,3.635,4.264,4.542,5.025,90.03,4108.2002,64.599,6.249,3.185,1525.8101,9.513,1761.1,160.384,1.1535,99.95,7730.8198,951.63,64179.2695,24407.9609,3993.2261,6009.9502,24195.3105,10254.7998,22.22,61449.2891,84.2284,78.7211
2026-06-11,7394.2998,25809.6602,50848.75,2921.03,3.623,4.19,4.463,4.951,87.71,4090.3,63.885,6.259,3.087,1525.05,9.4998,1751.95,160.527,1.1536,99.86,7763.9502,996.93,64217.2695,24249.2891,3987.0149,6056.96,24209.7109,10303.9004,19.44,63561.0547,85.3199,79.1867
2026-06-12,7431.46,25888.8398,51202.2617,2943.99,3.618,4.213,4.487,4.975,84.88,4215.0,67.859,6.4305,3.12,1517.38,9.4786,1754.26,160.13,1.1576,99.75,8123.6201,1029.05,66020.0391,24718.0996,4031.5129,6187.6299,24635.3008,10471.7002,17.68,63543.1992,85.1115,79.1867
2026-06-15,7554.29,26683.9395,51671.0312,2965.0901,3.618,4.188,4.469,4.971,80.75,4328.0,70.066,6.4825,3.147,1509.5,9.4368,1754.61,159.955,1.1603,99.63,8545.9805,1034.03,69317.5,24842.6699,4096.4722,6229.4302,24894.0098,10430.5996,16.2,66289.5,85.0619,79.2858
2026-06-16,7511.3501,26376.3398,51999.6719,2939.2,3.63,4.151,4.428,4.928,76.05,4330.8999,69.899,6.489,3.239,1513.3101,9.43,1753.9301,160.229,1.1594,99.54,8726.5996,1018.68,69404.5,24493.9492,4091.8921,6257.4199,24910.4102,10494.2002,16.41,65600.6406,85.5283,79.2758
2026-06-17,7420.1001,26021.6602,51492.5508,2917.98,3.647,4.229,4.463,4.926,76.79,4358.8999,70.696,6.4815,3.145,1510.96,9.4184,1755.65,160.419,1.161,100.09,8864.2402,1031.96,69902.25,24312.1602,4108.0762,6300.0698,24934.6699,10508.5996,18.44,64418.4453,85.6672,78.9787
2026-06-18,7500.5801,26517.9297,51564.6992,2979.77,3.658,4.225,4.451,4.901,76.6,4224.1001,66.255,6.3745,3.233,1525.42,9.4999,1755.9,160.6,1.1507,100.85,9063.8398,1000.93,71053.4922,23924.8105,4090.481,6323.27,25026.8008,10399.7002,16.4,62896.4727,86.084,79.256
2026-06-22,7472.79,26166.5996,51712.7109,3004.3999,3.68,4.287,4.509,4.947,74.82,4181.8999,65.527,6.3565,3.253,1531.33,9.4854,1703.52,161.433,1.1463,101.02,9114.5498,968.4,72353.9609,23768.5195,4163.0972,6311.3198,25139.6895,10437.9004,17.28,63952.1055,85.4291,79.1867
2026-06-23,7365.46,25587.0391,51666.8398,2975.48,3.69,4.261,4.493,4.94,73.21,4129.8999,62.02,6.141,3.147,1539.05,9.5248,1752.54,161.57,1.1427,101.41,8203.8398,891.52,69788.3828,23336.2793,4106.251,6230.5498,24893.5801,10428.9004,19.49,62668.0195,85.5382,79.1174
2026-06-24,7358.2202,25476.6406,51848.8984,2986.6299,3.69,4.176,4.402,4.856,70.34,3990.3,58.052,5.943,3.221,1535.25,9.5005,1740.5699,161.599,1.138,101.61,8471.0195,909.31,69174.9688,23412.1797,4110.813,6214.7002,24740.3594,10461.5996,18.63,60995.1328,86.7092,79.0975
2026-06-25,7357.4902,25358.5996,51920.6211,3007.8601,3.68,4.163,4.392,4.858,71.92,4030.5,58.348,6.0705,3.343,1542.76,9.5377,1747.22,161.763,1.1354,101.43,8930.2998,887.81,72366.3438,23076.9102,4120.2808,6267.5298,24994.8301,10529.9004,18.89,59721.6758,86.6794,79.1273
2026-06-26,7354.02,25297.6191,51876.1094,3010.0801,3.663,4.13,4.372,4.864,69.23,4078.7,59.217,6.1415,3.231,1546.48,9.5569,1754.1801,161.805,1.1362,101.36,8411.21,851.37,69360.8828,22671.8594,4027.2649,6221.5498,24671.2207,10508.0,18.41,60016.4297,86.6893,79.0777
2026-06-29,7440.4302,25820.1406,52182.7383,3010.4199,3.68,4.144,4.374,4.86,70.75,4022.3,58.175,6.0975,3.181,1535.24,9.4853,1746.09,161.787,1.1386,101.11,8394.6504,920.57,69468.1094,23026.6797,4073.9021,6231.6299,24626.8906,10484.2002,17.65,60138.3789,86.7786,79.256
2026-06-30,7499.3599,26213.7207,52319.1992,3024.3701,3.732,4.186,4.418,4.902,69.5,4022.8999,59.477,6.1925,3.275,1541.73,9.5205,1760.27,161.923,1.1422,101.19,8476.4805,916.18,70062.3203,22881.0195,4094.397,6328.0898,24995.8105,10497.0996,16.45,58558.8594,85.7565,79.2164
2026-07-01,7483.23,26040.0293,52305.2383,3012.5901,3.7,4.232,4.475,4.966,68.58,4068.3,60.085,6.1235,3.22,1548.61,9.5215,1763.6801,162.628,1.1413,101.39,8303.4102,929.35,70474.9609,,4112.4448,6282.5,25040.2793,10478.2998,16.59,60003.7578,85.1769,79.2055
2026-07-02,7483.2402,25832.6699,52900.0703,2996.1101,3.668,4.23,4.485,4.985,68.69,4112.7002,60.643,6.1145,3.196,1551.8101,9.5536,1765.89,162.539,1.1378,100.86,7648.0898,866.72,68733.1484,23055.0293,4028.9041,6360.4702,25580.8809,10652.9004,16.15,61485.3008,85.1669,79.3249
2026-07-06,7537.4302,26121.1602,53055.9102,3009.54,3.69,4.211,4.479,4.993,68.55,4155.1001,61.92,6.178,3.245,1531.0,9.4778,1746.86,161.452,1.1438,100.85,8051.3301,847.07,69737.6875,23616.3203,4041.238,6398.0098,25817.8906,10651.7998,15.57,63995.0156,85.1072,79.4841
2026-07-07,7503.8501,25818.6895,52925.1484,2982.49,3.725,4.257,4.529,5.043,70.44,4145.2998,60.931,6.1715,3.265,1528.76,9.4284,1748.3101,162.088,1.1442,101.14,7656.3101,831.23,68256.9609,23496.8906,3990.2351,6319.8599,25465.25,10665.9004,16.13,63297.3945,84.2108,79.3746
2026-07-08,7482.71,25870.6504,52348.3906,2956.3899,3.723,4.308,4.569,5.065,73.52,4070.8999,58.164,6.0545,3.212,1519.86,9.3623,1726.58,162.363,1.1404,101.05,7246.79,785.0,66819.0469,24199.4609,3970.8799,6204.9102,24897.4492,10489.0,16.9,62257.5742,84.0215,79.2751
2026-07-09,7543.6401,26206.8906,52487.4102,2992.54,3.682,4.269,4.539,5.053,72.08,4130.6001,60.378,6.215,3.012,1503.35,9.2495,1717.23,162.539,1.1422,100.94,7291.9102,794.0,67743.8516,24030.1797,4036.5879,6284.27,25118.2695,10472.5,15.84,63193.1484,84.151,79.3647
2026-07-10,7575.3901,26281.6094,52637.0117,2977.8101,3.695,4.308,4.569,5.071,71.41,4104.1001,59.809,6.2335,2.94,1505.91,9.2749,1720.08,162.363,1.1433,100.97,7475.9399,837.43,68557.7266,24175.1191,3996.1621,6269.9702,25067.0898,10497.2998,15.03,64127.1406,84.1311,79.3249
2026-07-13,7515.3398,25873.1797,52498.6406,2953.1699,3.728,4.363,4.609,5.098,78.14,3997.0,57.634,6.233,2.897,1498.48,9.2572,1669.09,161.878,1.1404,101.28,6806.9302,799.36,67242.7266,24213.7207,3913.7939,6271.02,25114.25,10498.2998,17.16,62239.1211,83.6331,79.1358
2026-07-14,7543.5898,26107.0098,52508.2695,2964.76,3.7,4.321,4.585,5.094,79.34,4061.1001,58.772,6.33,2.904,1497.7,9.2203,1703.85,162.429,1.1384,100.94,6856.8301,783.98,67743.5,24340.7305,3967.126,6280.1899,25147.0293,10529.4004,16.5,64956.1133,83.7427,79.295
2026-07-15,7572.3999,26269.2305,52658.6406,2976.26,3.688,4.255,4.545,5.083,79.6,4044.0,57.11,6.2935,2.924,1487.88,9.1756,1698.0,162.187,1.1425,100.5,7284.4102,829.43,68751.5078,24681.0996,3955.5779,6265.5801,24999.5293,10515.9004,15.67,64712.375,83.902,79.4244
2026-07-16,7533.77,25881.9492,52552.9688,2974.5701,3.697,4.282,4.569,5.098,78.95,3985.6001,55.898,6.296,2.858,1486.2,9.1721,1707.87,162.072,1.147,100.73,6820.6001,791.84,66835.5391,25008.5996,3882.4131,6283.6099,24915.4902,10572.2002,16.73,63789.2812,83.8721,79.4145
2026-07-17,7457.6899,25520.2402,52146.4219,2962.22,3.707,4.273,4.541,5.064,82.49,4012.7,56.038,6.22,2.911,1478.85,9.1064,1692.64,162.376,1.1445,100.75,,,64141.1211,24562.2402,3764.155,6230.8701,24830.9805,10600.4004,18.77,63899.4609,84.1809,79.2652
2026-07-20,7443.2798,25508.0703,51839.2617,2942.4299,3.705,4.328,4.598,5.118,83.23,4010.3,56.802,6.299,2.86,1487.39,9.1519,1700.58,162.512,1.1428,100.99,6516.27,749.64,,25143.0508,3796.281,6227.3999,24846.6895,10524.7998,18.65,65230.0273,83.5534,79.295
2026-07-21,7509.2002,25837.2109,52224.6406,2987.3999,3.73,4.37,4.628,5.13,84.91,4071.1001,58.835,6.511,2.865,1475.01,9.0775,1683.36,162.487,1.1418,101.18,6747.9502,753.34,66232.1875,25132.2891,3864.3669,6285.6299,25011.3496,10585.9004,17.05,66505.125,83.3243,79.2652
2026-07-22,7498.96,25690.9004,52218.5781,2959.9399,3.745,4.407,4.657,5.147,86.83,4146.8999,60.019,6.451,2.925,1479.72,9.0675,1687.03,163.186,1.1404,101.14,6797.7002,751.09,66115.6016,24892.6602,3867.0339,6316.9902,25155.4102,10717.0,16.64,66100.7969,83.1052,79.1358
2026-07-23,7408.2998,25137.6895,51711.6484,2940.1599,3.8,4.461,4.703,5.171,92.19,4046.6001,57.798,6.305,2.916,1475.63,9.0475,1683.6,163.081,1.1412,101.43,7096.8901,790.28,66422.6016,25210.8105,3876.7771,6210.1699,24763.1191,10639.2002,18.7,65044.8125,82.8363,78.8472
2026-07-24,7411.98,24975.8203,51947.25,2930.0,3.805,4.426,4.679,5.162,89.31,4067.6001,58.656,6.32,2.871,1474.04,8.9971,1676.49,163.832,1.1377,101.47,6690.6201,748.22,64611.1484,24963.2305,3814.198,6280.9399,25099.0,10736.2002,18.58,64098.4961,82.916,78.8472
2026-07-27,7413.1802,24932.0801,52210.0781,2948.04,3.797,4.397,4.641,5.125,82.61,4074.5,58.472,6.339,2.767,1458.01,8.9109,1657.74,163.611,1.1395,101.51,6755.75,764.86,64931.1914,25207.1797,3858.2451,6282.21,25361.0293,10781.7998,18.67,63724.8984,83.414,78.887
2026-07-28,7428.7798,24876.9102,52747.3203,2953.8,3.76,4.361,4.604,5.096,79.26,4036.3,57.296,6.322,2.662,1464.4399,8.9416,1665.16,163.771,1.1369,101.38,6023.6602,705.85,62364.9219,25310.8496,3813.3149,6289.5098,25464.0098,10871.0,18.21,63871.3633,83.902,79.0363
2026-07-29,7316.1499,24442.9395,51594.1406,2906.3101,3.658,4.352,4.622,5.143,84.46,4034.7,57.863,6.2735,2.725,1453.16,8.8679,1654.4301,163.864,1.1387,100.8,5663.2402,662.68,61434.1914,25807.9199,3828.469,6248.8398,25460.4805,10908.4004,20.66,63908.168,82.5176,78.8572
2026-07-30,7437.6299,25122.1797,52208.0586,2946.1001,3.675,4.375,4.663,5.208,83.59,4100.1001,58.815,6.4445,2.758,1442.28,8.8313,1652.79,163.3,1.1467,100.01,5593.5601,644.78,61867.4297,25858.8809,3804.6931,6344.3999,25612.0293,10897.2998,17.09,64725.3086,82.4678,79.086
2026-07-31,7489.7202,25373.8496,52485.0312,2931.3401,3.682,4.46,4.745,5.275,84.67,4049.1001,57.591,6.436,2.747,1420.6,8.8678,1636.6801,160.183,1.1524,99.8,6595.4502,719.76,64362.0195,25884.4297,3832.262,6358.0098,25629.2402,10868.0996,15.99,62813.7461,81.92,79.096
2026-08-03,7600.5,25913.9004,53178.4102,2981.9099,3.7,4.4,4.686,5.231,80.34,4033.7,57.667,6.514,2.781,1435.7,9.1086,1663.51,157.582,1.1544,99.96,6257.4502,737.35,63754.8984,26009.4004,3809.6631,6426.5,26001.3105,10857.7002,15.86,63460.8984,82.19,79.31
2026-08-04,7736.52,26584.9902,54085.8789,3036.98,3.73,4.333,4.627,5.19,75.77,4095.3999,60.056,6.6185,2.682,1428.5,9.0669,1643.36,157.529,1.1507,99.89,6358.9502,780.72,63957.5312,25852.9199,3822.2849,6486.7002,26202.3496,10879.4004,16.5,64055.9531,82.82,79.55
2026-08-05,7723.5498,26363.4395,54349.1211,3019.1899,3.725,4.324,4.617,5.174,75.22,4245.7998,62.099,6.703,2.688,1428.4301,9.0569,1647.17,157.692,1.1532,99.69,6598.2598,799.59,66300.4375,25915.8203,3878.4299,6476.98,26126.3008,10888.2998,15.81,64597.5,83.0,79.52
2026-08-06,7709.96,26348.3496,53885.1016,3001.55,3.732,4.389,4.67,5.213,77.29,4242.0,61.439,6.687,2.64,1421.16,9.0155,1642.01,157.6,1.1557,99.97,6296.3799,801.67,65683.2578,25530.2793,3900.3521,6502.5601,26140.1309,10867.9004,15.15,64262.1133,82.52,79.46
2026-08-07,7757.6401,26690.6191,54036.9297,3034.49,3.71,4.362,4.66,5.211,78.18,4340.7002,63.332,6.5705,2.662,1422.3,8.979,1638.8199,158.409,1.1525,99.6,6258.77,798.81,65606.7109,25668.0293,3940.0371,6523.8599,26319.4492,10901.0996,14.9,64880.1914,82.76,79.61
2026-08-10,7753.1099,26605.3594,53975.9805,3017.3999,3.718,4.405,4.699,5.243,82.13,4361.7998,65.106,6.5945,2.794,1407.0,8.9119,1618.62,157.891,1.1556,99.81,6299.6602,854.47,66970.2188,25937.4902,3966.594,6535.6201,26323.8809,10862.5,15.46,63910.5859,82.06,79.48
2026-08-11,7728.2002,26445.4492,53791.8516,3027.1201,3.73,4.385,4.684,5.236,83.2,4383.0,64.769,6.612,2.767,1417.3101,8.9049,1635.36,159.156,1.1546,99.82,6345.5298,857.84,,25652.8203,3934.093,6551.2202,26391.4199,10844.2002,15.28,63551.875,82.19,79.51
2026-08-12,7748.5,26588.4902,53770.2695,3045.48,3.707,4.375,4.682,5.247,83.27,4408.8999,65.555,6.597,2.804,1412.1801,8.8664,1628.62,159.265,1.1544,100.01,6579.04,858.91,67524.0625,25440.1699,3946.675,6533.9902,26331.0703,10833.2002,14.55,63402.4336,82.11,79.61
2026-08-13,7798.9902,26803.0293,53839.9883,3052.8501,3.705,4.313,4.641,5.213,81.25,4363.6001,64.873,6.5925,2.727,1416.46,8.8888,1632.86,159.328,1.153,99.96,6813.3398,861.37,68308.5938,25396.5098,3926.9651,6545.4702,26299.7402,10772.7002,14.63,63402.1719,82.59,79.79
2026-08-14,7785.7598,26729.1602,53732.4102,3068.4199,3.697,4.362,4.696,5.265,82.4,4380.3999,64.988,6.5995,2.733,1416.85,8.8868,1634.1899,159.426,1.1535,99.67,6977.9399,864.65,68713.7969,25116.8496,3927.177,6539.5898,26440.3105,10750.0996,14.25,62975.5938,82.04,79.71
2026-08-17,7745.0601,26644.9102,53459.7812,3057.54,3.703,4.376,4.724,5.309,84.5,4417.7998,66.121,6.604,2.69,1415.37,8.8891,1582.09,159.223,1.1574,99.64,,,69220.25,25453.2305,3982.6541,6530.4502,26338.6094,10720.2998,15.19,64506.2539,81.35,79.61
2026-08-18,7691.7598,26289.7109,53343.3984,3017.8899,3.705,4.367,4.706,5.285,84.94,4366.0,63.941,6.4825,2.776,1414.73,8.8791,1638.16,159.34,1.1583,99.65,6869.8301,834.2,67460.7266,25471.1504,3990.304,6468.1699,26128.3594,10728.0,15.84,64680.7109,81.66,79.53
2026-08-19,7707.98,26331.0898,53463.0508,3032.9399,3.7,4.353,4.653,5.194,85.83,4489.3999,65.734,6.4875,2.814,1413.58,8.8589,1634.92,159.55,1.1579,98.83,6471.1699,824.46,65326.4219,25495.0703,3894.4221,6444.46,26091.3301,10743.4004,14.89,69266.1875,83.02,79.71
2026-08-20,7641.1602,26067.1699,52759.2109,2992.4299,3.703,4.387,4.696,5.237,87.83,4516.2998,68.026,6.46,2.733,1389.4,8.7782,1620.23,158.276,1.1674,98.9,6852.5801,840.89,66216.7891,25698.4902,3903.7209,6422.0601,25983.0391,10748.2002,16.01,73032.7578,82.34,79.56
2026-08-21,7674.3701,26180.4609,53277.0117,3017.8701,3.71,4.424,4.738,5.276,87.06,4624.1001,69.466,6.5795,2.773,1390.79,8.7546,1626.37,158.883,1.1688,98.8,6912.9502,801.94,66016.3594,26009.4609,3905.2029,6462.2202,26136.5605,10816.5996,15.13,78335.1875,82.05,79.61
2026-08-24,7652.8599,25980.1895,53417.1602,2995.0801,3.703,4.408,4.704,5.231,85.01,4640.7998,68.541,6.599,2.782,1384.98,8.7149,1616.97,158.904,1.1682,99.0,6696.96,813.33,65528.0898,25517.3301,3882.0081,6447.98,26106.5996,10854.2998,15.85,78964.4844,82.56,79.7
2026-08-25,7677.2798,26151.3008,53577.3984,3010.02,3.705,4.351,4.639,5.174,82.36,4638.1001,68.636,6.7095,2.77,1380.76,8.6766,1610.77,159.139,1.1668,98.92,6742.7402,827.15,65856.4297,25511.0996,3889.4451,6455.6299,26266.1406,10886.2002,15.45,78564.9766,83.47,79.92
2026-08-26,7675.7002,26130.1992,53463.8789,3005.8999,3.69,4.381,4.664,5.186,82.23,4598.2002,67.99,6.5945,2.842,1381.49,8.6717,1611.99,159.223,1.1675,99.17,6808.21,826.87,66262.1562,25652.9707,3912.5229,6470.7402,26285.9609,10878.0996,15.21,79027.4219,83.3,79.9
